Unnamed: 0,age,gender,region_category,membership_category,joining_date,joined_through_referral,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
33347,24,1,3,4,2015-02-03,2,1,3,12,35.37,9223.44,15.0,711.34,1,2,2,2,2,0
33348,26,1,2,5,2016-03-01,2,1,3,14,231.02,25724.49,10.0,741.95,1,1,2,2,3,0
33349,30,1,3,5,2015-03-03,3,1,3,8,151.4,10621.24,21.0,586.87,2,1,2,2,4,1
33350,24,2,1,1,2016-02-06,2,2,3,8,276.78,30004.52,26.0,733.83,1,2,2,2,8,0
33351,58,1,2,5,2016-12-30,1,2,3,17,62.18,26326.71,5.0,694.41,1,2,2,2,2,1
33352,44,2,2,2,2015-07-11,1,2,3,2,1006.67,20352.91,11.0,609.92,1,2,2,2,8,1
33353,30,2,2,4,2016-03-04,1,1,3,13,122.89,83338.41,13.0,476.9571221670967,1,2,2,2,5,0
33354,20,1,2,3,2016-05-06,3,3,3,22,257.46,6877.02,28.0,745.87,2,1,2,2,4,0
33355,21,1,3,5,2016-05-06,2,2,3,15,188.95,16184.73,23.0,536.64,1,2,1,4,8,1
33356,43,2,3,1,2017-09-10,2,1,3,9,106.46,83353.94,-15.818289259875336,740.84,2,1,1,1,5,0
33357,29,1,3,5,2015-07-23,2,1,3,13,184.31,30850.68,14.0,336.7173706792408,2,1,2,2,4,1
33358,12,1,2,5,2015-11-10,1,1,3,3,160.6,44986.85,9.0,651.07,1,2,2,2,8,1
33359,11,1,2,4,2017-09-05,2,3,3,16,98.62,13483.46,19.0,625.86,1,2,2,2,8,1
33360,53,2,1,2,2017-03-08,1,1,3,8,51.97,13374.1,17.0,593.19,2,1,2,2,1,1
33361,54,1,3,5,2017-01-21,2,1,3,18,119.73,21594.42,29.0,674.12,1,2,2,2,8,1
33362,10,1,3,5,2017-04-21,2,1,3,18,1591.2519395893396,25404.54,29.0,714.88,2,1,2,2,4,1
33363,60,1,3,5,2017-12-20,3,1,3,25,853.4759315510588,2897.97,16.0,649.4,1,2,2,2,2,1
33364,58,1,3,5,2017-05-27,1,3,3,-999,520.07,6178.94,7.0,692.55,1,2,2,2,8,1
33365,36,2,3,2,2017-06-24,2,2,3,8,471.14,47964.4,Error,686.8821987429081,2,1,2,2,8,1
33366,28,2,3,4,2016-06-26,2,3,3,14,62.93,27036.65,16.0,1032.8681406454214,1,2,1,3,3,0
33367,45,1,3,3,2015-07-07,2,1,3,15,60.22,39752.43,28.0,611.14,1,2,2,2,3,1
33368,20,2,1,4,2017-07-05,2,2,3,21,296.51,25415.81,11.0,722.41,1,2,2,2,9,0
33369,50,2,3,3,2017-04-18,2,1,3,-999,301.18,6188.2,23.0,692.76,1,2,2,2,4,1
33370,63,2,3,5,2015-08-01,2,2,3,23,447.94,14741.14,Error,770.71,1,1,2,2,5,0
33371,42,2,3,2,2015-08-30,1,3,3,9,397.55,30383.49,23.0,555.12,2,1,1,3,4,1
33372,45,2,3,5,2016-07-14,1,3,3,15,210.73,43773.32,18.0,556.43,2,1,1,5,2,1
33373,26,2,1,5,2016-11-23,1,2,3,13,241.46,48615.16,25.0,612.97,1,2,2,2,3,1
33374,62,2,3,3,2015-10-06,2,2,3,13,244.37,24409.51,16.0,781.4,1,1,1,1,5,0
33375,25,1,3,4,2016-01-30,1,1,3,10,187.37,9106.2,18.0,686.8821987429081,1,2,2,2,8,1
33376,12,2,2,4,2016-01-01,3,2,3,11,-749.9540890001457,8724.75,5.0,656.57,1,2,2,2,2,1
33377,54,1,2,5,2017-01-01,2,2,3,10,430.23,78654.7,18.0,847.42,1,1,1,1,7,0
33378,17,2,2,3,2016-08-17,2,1,3,16,200.28,18463.39,24.0,678.56,1,2,1,5,8,1
33379,25,1,3,3,2017-12-30,2,2,3,13,30.49,35036.8,Error,775.23,2,1,1,1,4,0
33380,60,1,3,2,2015-04-14,2,2,3,26,84.78,5267.26,18.0,600.77,2,1,2,2,4,1
33381,17,2,3,4,2015-09-06,2,1,3,11,338.72,79723.32,Error,750.85,1,2,1,5,9,0
33382,10,2,2,2,2015-02-07,1,1,3,10,30.78,39722.38,5.0,669.05,1,2,1,3,1,1
33383,62,1,3,5,2016-07-16,1,1,3,21,158.79,43999.53,8.0,503.1603236099288,2,1,2,2,2,1
33384,47,2,3,3,2017-10-17,1,2,3,14,553.65,29120.24,Error,1263.0882204279956,1,2,2,2,7,0
33385,14,2,2,5,2017-07-04,3,2,3,11,699.07,23474.61,27.0,798.77,1,1,1,4,1,0
33386,40,1,2,2,2017-12-12,2,1,3,-999,-1063.9113877793172,3943.16,13.0,596.57,1,2,1,4,4,1
33387,55,2,3,5,2015-07-31,2,2,3,23,370.98,8974.84,32.467845845909366,686.8821987429081,2,1,1,1,3,0
33388,34,2,3,5,2015-08-17,2,2,3,8,87.64,81582.67,Error,811.36,2,1,2,2,7,0
33389,60,2,2,1,2017-08-29,1,2,3,6,1083.71,63376.85,6.0,808.55,1,1,1,4,6,0
33390,43,2,3,2,2015-11-27,2,1,3,23,359.87,10897.25,14.0,686.8821987429081,2,1,1,4,4,1
33391,42,2,2,5,2016-02-22,2,3,3,15,34.27,11500.12,18.0,904.9482524468672,1,2,1,3,1,1
33392,26,2,3,4,2016-07-12,3,1,3,13,68.06,22708.73,8.0,633.87,1,2,2,2,4,1
33393,14,2,3,5,2016-09-01,1,3,3,3,1152.16,39123.61,9.0,749.23,1,2,2,2,8,0
33394,46,1,3,2,2016-03-26,1,1,3,18,32.91,27885.58,21.0,603.85,2,1,1,4,2,1
33395,21,1,1,5,2016-07-24,2,2,3,12,46.69,22145.75,Error,727.82,2,1,1,3,8,0
33396,29,1,3,5,2017-10-07,1,1,3,8,1036.7723269599176,20265.74,23.0,738.55,1,2,1,1,4,0
33397,17,2,1,5,2015-06-08,1,3,3,10,-1122.3297191672727,24022.0,29.0,610.34,2,1,1,4,2,1
33398,54,1,1,5,2015-04-28,2,1,3,12,132.18,34106.19,13.0,772.81,2,1,1,5,4,0
33399,36,2,1,2,2015-11-06,2,3,3,3,42.1,24858.92,23.0,518.55,1,2,2,2,2,1
33400,22,1,2,4,2015-04-15,1,2,3,23,67.31,48412.32,10.0,796.61,2,1,1,5,8,0
33401,57,2,3,3,2016-06-07,2,1,3,2,263.08,7737.85,6.0,744.34,2,1,2,2,4,0
33402,32,1,3,3,2015-08-11,2,3,3,11,174.63,25618.36,28.0,754.99,1,2,2,2,1,0
33403,32,2,3,4,2016-01-21,1,2,3,21,127.73,7564.99,26.0,680.3,2,1,1,4,3,1
33404,17,1,3,3,2017-08-22,2,2,3,-999,479.59,43368.98,27.0,743.72,2,1,2,2,4,0
33405,23,2,3,3,2015-02-28,2,2,3,-999,40.58,56298.96,2.0,808.49,2,1,2,2,6,0
33406,48,1,2,2,2016-10-21,2,2,3,4,170.84,14269.2,16.0,638.53,1,2,1,1,1,1
33407,57,2,2,5,2017-05-14,1,2,3,16,40.27,7734.93,2.754193798036148,715.34,2,1,2,2,2,1
33408,27,1,1,5,2017-07-20,2,1,3,8,261.75,75436.15,1.0,686.8821987429081,1,1,1,5,7,0
33409,47,2,2,3,2015-05-09,1,2,3,3,278.45,20307.81,29.0,608.28,1,2,1,4,2,1
33410,18,1,3,4,2016-09-01,2,1,3,10,59.49,11590.96,23.0,791.0,1,2,2,2,2,0
33411,54,1,3,4,2016-04-10,1,1,3,17,183.72,3271.02,5.0,616.62,1,2,2,2,4,0
33412,50,2,3,3,2015-10-22,2,2,3,13,129.9,38123.47,27.0,216.74281152083503,1,2,2,2,2,1
33413,16,2,3,5,2016-09-14,1,1,3,4,189.82,10550.59,11.0,793.17,1,2,2,2,2,0
33414,31,2,3,4,2015-01-03,3,2,3,19,33.8,24881.44,13.0,621.63,1,2,2,2,4,1
33415,29,1,3,2,2015-11-24,1,3,3,13,67.36,32848.13,25.0,701.96,1,2,1,4,2,1
33416,19,2,2,5,2016-06-13,2,3,3,16,31.51,54117.86,4.0,301.0658811142448,1,2,1,4,7,0
33417,37,2,3,4,2016-07-25,2,2,3,25,223.31,45715.77,23.0,626.5,2,1,2,2,8,1
33418,45,1,3,2,2016-05-05,1,3,3,15,660.53,47765.48,20.0,674.27,1,2,2,2,2,1
33419,32,2,2,5,2015-10-28,1,2,3,13,-750.8017802561083,34910.94,26.0,628.77,1,2,2,2,3,1
33420,52,1,3,1,2015-04-08,2,3,3,21,176.58,30126.02,13.411503799853168,785.21,1,2,2,2,2,0
33421,21,2,2,5,2017-03-17,1,2,3,10,124.46,39592.31,28.0,684.4,1,2,2,2,2,1
33422,40,2,3,1,2015-10-26,1,2,3,5,33.1,34424.99,21.0,726.55,2,1,2,2,1,0
33423,54,1,2,5,2017-11-15,2,1,3,13,30.63,38843.47,Error,621.8,2,1,1,1,2,1
33424,64,2,3,3,2016-02-01,1,2,3,16,994.335950887752,35455.02,16.0,732.23,1,2,1,5,2,0
33425,33,1,3,2,2017-03-05,1,2,3,12,209.96,7915.42,22.0,1020.212530965469,2,1,2,2,8,1
33426,22,2,2,3,2016-01-09,1,2,3,10,119.81,10453.52,1.0,820.05,2,1,2,2,6,0
33427,45,1,2,4,2016-06-27,2,2,3,14,1258.1205121092323,28428.14,-0.8717236525975913,630.56,2,1,2,2,8,1
33428,25,2,3,5,2016-12-16,2,2,3,9,74.64,33860.32,Error,722.99,1,2,2,2,4,0
33429,17,1,3,5,2016-02-17,1,2,3,-999,202.88,26028.62,23.0,728.23,1,1,1,4,2,0
33430,54,2,3,2,2017-03-20,1,1,3,15,663.59,34533.39,12.0,560.86,1,1,2,2,4,1
33431,56,1,2,2,2015-03-12,2,2,3,3,281.48,4183.89,22.0,365.3250123459854,2,1,2,2,2,0
33432,21,1,2,5,2016-05-26,1,1,3,14,619.49,24048.2,19.0,694.86,1,1,1,3,4,1
33433,40,2,2,5,2016-08-21,1,3,3,22,142.91,12469.68,11.0,689.72,2,1,1,3,2,1
33434,61,2,3,3,2016-03-05,1,2,3,9,612.62,25514.5,29.0,793.34,1,1,2,2,8,0
33435,58,1,2,5,2016-02-15,1,2,3,11,267.56,46317.04,17.0,522.65,1,2,2,2,2,1
33436,24,1,2,1,2016-10-19,2,3,3,18,132.66,88763.55,1.0,789.34,1,2,2,2,7,0
33437,10,2,3,5,2016-11-27,1,2,3,11,443.5,44183.34,-7.379072990439255,673.55,1,1,2,2,4,1
33438,60,1,2,5,2016-02-24,3,2,3,3,-217.24507419232623,28606.79,28.0,1058.5365698961557,2,1,1,3,3,0
33439,28,2,1,5,2017-01-04,2,1,3,3,982.5970025275028,44309.61,8.0,728.44,2,1,2,2,4,0
33440,25,1,2,5,2017-08-22,1,1,3,7,529.14,33960.9,24.0,605.39,1,1,2,2,8,1
33441,56,1,1,5,2015-03-07,2,1,3,10,33.43,2526.69,-11.302989063940057,710.64,2,1,2,2,4,1
33442,45,2,3,1,2015-07-24,1,2,3,-999,799.64,80845.91,Error,799.05,1,2,1,4,6,0
33443,15,1,2,5,2017-12-27,1,1,3,14,31.42,28469.09,5.0,613.69,1,2,2,2,8,1
33444,35,1,3,1,2015-04-16,2,1,3,11,220.03,40235.87,26.0,727.34,1,2,1,5,1,0
33445,43,1,3,5,2015-02-17,2,1,3,13,30.95,28413.85,23.0,752.16,1,2,2,2,1,0
33446,34,2,3,3,2017-11-13,2,1,3,8,81.49,35555.36,25.0,766.01,1,2,2,2,2,0
33447,19,2,2,3,2016-04-25,2,2,3,16,90.64,51713.12,1.0,758.7,1,2,1,3,7,0
33448,41,2,3,5,2017-03-25,1,2,3,14,511.52,44368.68,5.0,91.9490362138805,1,2,2,2,1,1
33449,35,1,1,3,2015-12-07,1,1,3,2,371.25,26923.51,18.0,757.53,1,1,2,2,4,0
33450,36,1,3,3,2017-10-01,2,3,3,22,93.93,20252.69,8.0,798.17,2,1,1,1,6,0
33451,15,2,3,5,2017-12-30,2,2,3,10,270.86,40962.26,Error,686.8821987429081,1,1,1,1,2,1
33452,17,1,3,5,2017-12-12,2,1,3,6,139.95,78267.18,14.0,398.661629779707,2,1,2,2,7,0
33453,42,2,2,2,2017-07-16,2,3,3,16,315.47,30939.06,19.0,625.19,1,2,2,2,1,1
33454,25,2,2,4,2017-09-10,1,1,3,15,512.03,18763.72,18.0,764.15,2,1,2,2,4,0
33455,14,1,3,5,2017-02-09,2,1,3,9,381.65,37681.76,17.0,676.59,1,2,1,3,4,1
33456,24,2,2,2,2017-07-18,3,1,3,10,194.4,2056.41,26.0,286.115640948042,1,2,1,1,4,1
33457,32,2,2,1,2016-11-22,2,2,3,-999,361.82,31245.05,6.0,1009.7633476560932,1,2,2,2,4,0
33458,59,1,3,1,2015-09-22,1,2,3,-999,84.94,31166.18,5.0,955.4665657129808,2,1,1,4,8,0
33459,53,2,2,2,2017-07-26,1,3,3,2,657.57,3958.81,26.0,699.62,1,2,2,2,1,1
33460,46,1,3,5,2017-09-08,1,3,3,6,185.35,11904.17,5.0,719.97,2,1,1,5,4,0
33461,20,1,3,5,2016-07-08,2,2,3,15,364.94,29250.39,12.0,229.56512866418456,2,1,2,2,1,1
33462,33,2,3,1,2015-08-30,2,1,3,5,33.11,7359.56,12.0,706.59,2,1,1,3,9,0
33463,13,1,3,5,2017-10-07,2,1,3,23,342.92,13099.73,13.0,674.13,2,1,1,3,4,1
33464,63,2,3,3,2017-05-10,2,2,3,-999,359.23,45693.75,6.0,673.98,1,2,1,5,8,1
33465,21,2,3,5,2015-01-16,2,3,3,17,45.48,41162.69,Error,703.77,1,2,1,3,3,0
33466,15,2,2,3,2015-02-10,2,1,3,9,-889.0625790170136,7783.21,19.0,624.27,2,1,2,2,4,1
33467,26,2,2,5,2015-01-20,2,2,3,10,488.06,7167.97,10.0,650.54,2,1,2,2,8,1
33468,63,2,3,4,2015-10-13,1,1,3,9,33.13,30703.39,Error,686.8821987429081,2,1,1,1,3,0
33469,10,2,3,2,2017-08-02,1,1,3,14,-27.807263830524448,18236.32,Error,687.3,1,2,2,2,2,1
33470,61,1,3,4,2015-03-22,1,1,3,14,143.95,46426.22,8.0,674.94,2,1,1,5,8,1
33471,23,1,2,2,2015-10-26,1,2,3,12,973.63,22545.55,19.0,585.21,2,1,1,3,1,1
33472,58,2,2,5,2016-04-24,3,1,3,16,57.57,27586.79,13.0,654.15,2,1,1,3,2,1
33473,11,1,2,3,2016-12-01,2,2,3,1,155.27,33500.09,Error,765.75,1,2,2,2,8,0
33474,22,2,2,3,2016-06-24,1,2,3,8,760.91,29864.84,7.0,741.56,2,1,2,2,3,0
33475,14,1,2,5,2015-05-02,1,2,3,18,212.03,38238.64,9.0,503.93,2,1,2,2,2,1
33476,30,1,2,5,2015-12-27,1,1,3,20,889.46,21933.85,Error,600.55,2,1,2,2,1,1
33477,25,2,3,3,2015-04-03,2,1,3,13,120.73,42364.7,5.0,763.77,2,1,2,2,4,0
33478,33,1,3,4,2015-10-01,1,2,3,16,123.4,19870.08,15.0,708.04,2,1,2,2,8,0
33479,27,1,1,2,2016-03-01,1,1,3,14,519.28,3992.14,14.0,316.40357257277583,1,2,2,2,3,1
33480,16,1,3,5,2016-04-11,2,3,3,22,226.93,23715.88,24.0,545.19,2,1,1,5,8,1
33481,44,2,3,5,2016-04-26,2,2,3,2,1326.83890894634,12440.06,20.0,718.39,1,2,1,1,1,0
33482,64,1,3,1,2016-07-20,1,2,3,8,794.65,83958.21,6.0,1169.648217924018,1,1,2,2,7,0
33483,55,2,1,5,2017-02-20,1,2,3,17,33.59,27047.62,20.0,631.15,2,1,2,2,2,1
33484,22,1,3,5,2015-02-03,2,3,3,12,287.31,3498.95,12.0,727.38,2,1,2,2,9,0
33485,27,1,3,3,2015-11-17,1,1,3,16,647.08,35530.59,8.0,686.8821987429081,2,1,1,4,8,1
33486,53,2,3,1,2015-08-10,2,3,3,13,1461.1826157981836,31063.98,18.0,729.81,1,2,2,2,4,0
33487,23,2,3,4,2015-02-13,2,1,3,6,493.59,2321.38,11.0,633.71,1,2,2,2,4,1
33488,14,1,2,3,2017-11-07,3,1,3,9,122.41,20121.66,9.0,731.92,1,2,2,2,2,0
33489,34,2,3,3,2016-09-14,1,3,3,17,196.97,33560.44,26.0,799.19,1,2,2,2,4,0
33490,38,1,3,5,2015-12-15,2,1,3,10,69.25,30711.26,21.0,650.27,1,2,1,1,1,1
33491,29,1,3,3,2016-12-04,3,1,3,14,58.59,40808.19,29.0,686.8821987429081,1,2,2,2,2,0
33492,40,2,3,5,2017-11-20,1,3,3,18,221.31,98928.94,6.0,841.46,1,1,1,5,5,0
33493,27,1,3,5,2016-02-14,1,1,3,17,496.23,37294.03,28.0,1210.4600731913956,2,1,2,2,1,0
33494,48,2,2,1,2015-09-22,3,2,3,14,378.02,26771.32,22.0,717.79,1,2,1,3,1,0
33495,49,1,3,2,2015-09-04,2,1,3,12,360.4,33836.03,21.0,615.28,1,2,1,3,4,1
33496,16,1,3,1,2016-11-04,2,2,3,13,69.66,16754.65,22.0,772.71,2,1,2,2,8,0
33497,38,1,2,4,2016-09-09,1,2,3,8,1686.38,4291.87,42.65949074762316,738.95,2,1,1,4,1,0
33498,37,1,3,1,2016-01-06,1,2,3,13,444.54,39798.05,14.0,686.8821987429081,1,2,2,2,2,0
33499,38,2,2,3,2017-02-03,1,2,3,17,96.83,14974.88,11.0,649.26,1,2,1,4,2,1
33500,12,1,3,2,2015-03-21,1,3,3,13,31.35,49004.16,25.0,669.49,1,2,1,5,2,1
33501,22,2,2,2,2017-03-23,2,1,3,10,142.29,36504.25,Error,606.01,2,1,1,1,1,1
33502,46,1,2,5,2017-11-14,2,1,3,5,71.0,68055.92,Error,760.94,1,2,1,1,6,0
33503,57,2,2,2,2017-02-09,1,1,3,15,51.15,11064.63,28.0,658.31,1,2,1,1,2,1
33504,42,2,2,5,2015-04-01,3,2,3,16,31.49,22956.56,8.0,504.89,1,2,1,1,1,1
33505,46,2,3,2,2015-06-07,1,3,3,4,148.12,25924.04,6.0,686.8821987429081,2,1,1,3,3,1
33506,35,2,3,2,2016-03-18,2,1,3,15,231.16,7806.07,14.0,619.53,2,1,2,2,3,1
33507,47,1,3,1,2015-09-23,2,2,3,13,190.27,80913.96,13.0,1164.2787376558604,2,1,1,4,6,0
33508,16,2,2,2,2017-05-20,1,2,3,12,313.51,2154.58,26.0,686.8821987429081,1,1,1,3,1,1
33509,57,2,3,4,2017-03-06,1,2,3,7,128.69,5757.37,Error,770.62,2,1,2,2,3,0
33510,31,2,2,1,2015-04-06,3,2,3,12,-890.1341019358064,81009.58,13.0,1163.6643913728587,1,2,1,5,9,0
33511,38,1,2,4,2017-04-06,2,1,3,17,385.82,46693.44,16.0,734.79,2,1,1,4,5,0
33512,25,1,3,3,2016-03-08,1,3,3,12,605.49,42837.92,26.0,735.14,1,1,2,2,2,0
33513,34,1,2,4,2016-11-19,2,2,3,2,65.88,16030.17,20.0,686.8821987429081,1,2,1,3,8,0
33514,58,1,3,3,2017-01-29,2,2,3,11,254.67,8382.19,7.0,660.42,1,1,1,1,1,0
33515,52,2,3,3,2017-03-20,3,1,3,20,130.11,15841.42,6.0,674.34,1,2,1,5,2,1
33516,37,1,2,4,2015-11-06,1,2,3,9,1611.38,19379.68,26.0,617.87,1,2,1,5,8,1
33517,24,1,2,2,2017-10-30,2,1,3,-999,-762.3485692983287,25742.7,24.0,686.8821987429081,1,2,2,2,8,1
33518,24,2,3,1,2015-07-08,1,3,3,21,34.55,44264.32,Error,705.74,1,2,2,2,8,0
33519,19,1,3,4,2017-08-23,3,3,3,18,44.65,28727.83,25.0,619.81,2,1,2,2,2,1
33520,19,2,3,2,2016-08-10,2,2,3,7,205.84,14829.25,24.0,343.0895311887689,2,1,2,2,3,1
33521,43,2,3,2,2016-01-24,2,1,3,17,155.72,48775.93,7.0,682.56,2,1,1,5,8,1
33522,26,2,1,5,2015-10-17,2,2,3,22,153.03,35039.76,13.0,658.47,1,2,1,5,4,1
33523,32,2,2,2,2016-07-13,1,2,3,6,613.61,26929.66,6.0,686.8821987429081,2,1,2,2,3,1
33524,24,2,3,5,2016-08-27,2,3,3,2,-596.1141677173134,20552.73,14.0,777.54,1,2,2,2,9,0
33525,18,1,2,2,2015-08-05,2,1,3,12,98.02,2797.57,14.0,527.93,1,2,1,1,4,1
33526,59,1,3,5,2016-03-30,1,2,3,11,541.95,46968.15,11.0,779.12,1,2,1,5,5,0
33527,59,2,3,5,2015-04-17,1,3,3,10,308.48,3073.04,22.0,648.39,1,2,1,3,3,1
33528,45,1,3,1,2015-05-31,2,2,3,16,342.37,18264.2,41.84419523067946,758.63,2,1,2,2,3,0
33529,61,1,2,3,2015-09-28,1,2,3,13,871.0,3879.49,28.0,686.8821987429081,2,1,2,2,3,1
33530,51,2,2,5,2015-10-27,2,1,3,21,144.44,86377.43,9.0,786.59,1,2,1,1,9,0
33531,12,1,3,2,2017-04-20,3,2,3,15,714.45,43288.11,Error,291.6192363651029,1,2,2,2,3,1
33532,52,2,3,4,2017-09-03,1,3,3,10,63.99,19774.85,10.0,623.83,1,2,2,2,3,1
33533,12,1,2,5,2015-06-21,2,1,3,12,37.14,35031.07,6.0,823.81,1,2,2,2,7,0
33534,47,1,3,3,2017-03-16,1,3,3,-999,124.45,8578.58,20.0,607.46,2,1,1,4,2,1
33535,34,2,1,5,2016-01-29,1,1,3,22,42.6,49223.22,7.0,761.26,2,1,2,2,8,0
33536,14,2,3,3,2016-10-14,1,2,3,7,660.95,46924.49,18.0,686.8821987429081,1,1,1,4,2,1
33537,21,1,3,4,2017-06-03,2,1,3,12,398.36,23915.95,Error,703.03,1,2,2,2,1,0
33538,35,1,3,4,2016-09-05,2,3,3,11,363.3,14026.99,8.0,681.77,1,2,2,2,8,0
33539,51,2,3,4,2017-05-13,1,3,3,11,58.71,12320.21,17.0,631.84,2,1,2,2,2,1
33540,39,2,2,3,2017-04-16,1,1,3,20,359.69,18914.87,7.0,789.63,2,1,2,2,9,0
33541,60,1,3,5,2015-04-12,3,2,3,17,33.94,18616.69,28.0,716.56,1,2,2,2,4,1
33542,27,1,3,3,2015-03-06,1,2,3,-999,-581.4501962986283,27707.28,24.0,755.85,2,1,2,2,2,0
33543,12,1,3,5,2016-09-12,3,2,3,13,436.4,85191.93,2.0,509.1546371493783,2,1,1,4,9,0
33544,22,2,2,5,2015-04-21,2,1,3,11,189.89,32394.21,17.0,665.65,2,1,2,2,4,1
33545,33,1,2,2,2017-08-18,3,1,3,20,98.74,28732.92,22.0,573.57,2,1,1,1,8,1
33546,48,2,3,5,2017-04-13,1,1,3,8,64.0,18519.59,38.24366532285454,710.63,1,2,1,5,5,0
33547,48,1,1,3,2017-01-29,2,1,3,2,32.56,39360.79,29.0,780.47,2,1,1,1,8,0
33548,46,2,3,1,2017-02-15,1,2,3,9,1094.41,27634.34,Error,793.79,1,2,2,2,4,0
33549,11,2,2,2,2015-04-05,3,3,3,12,535.66,48034.55,24.0,673.27,2,1,2,2,2,1
33550,60,2,3,4,2015-03-13,1,2,3,11,101.77,25677.25,20.0,1462.0347557791804,1,2,1,4,1,1
33551,27,2,3,3,2015-12-20,2,3,3,7,492.86,9903.86,25.0,689.76,1,2,2,2,1,1
33552,29,2,3,2,2017-06-13,1,2,3,16,510.57,31202.11,19.0,686.8821987429081,1,2,1,5,3,1
33553,10,1,2,1,2016-04-24,2,3,3,-999,34.63,38578.25,22.0,754.91,1,2,1,4,3,0
33554,62,2,3,4,2017-11-10,3,1,3,9,223.05,21784.95,23.0,652.34,1,1,1,4,2,1
33555,33,1,2,1,2016-03-04,3,2,3,23,118.42,4424.19,20.0,799.33,2,1,1,3,3,0
33556,41,2,3,3,2015-11-23,3,1,3,11,211.43,33393.53,20.0,1030.4705621555604,1,2,2,2,8,1
33557,54,1,3,4,2016-04-20,3,1,3,8,276.71,34449.98,17.0,677.59,1,2,2,2,4,1
33558,54,1,2,2,2017-02-14,2,3,3,12,158.39,15345.72,6.0,1033.8667312518828,2,1,2,2,3,1
33559,28,1,1,3,2017-06-15,2,3,3,6,71.56,29493.13,5.0,863.6515880731381,1,2,1,4,8,1
33560,57,2,2,2,2016-02-19,2,1,3,11,-785.543937356492,35260.56,27.0,553.11,2,1,1,4,2,1
33561,29,2,3,3,2015-08-20,3,2,3,15,150.53,39595.69,9.0,688.5,2,1,1,3,4,1
33562,43,1,2,4,2016-05-17,1,2,3,22,165.87,8859.78,8.0,686.8821987429081,2,1,2,2,4,1
33563,30,2,2,2,2016-04-28,2,1,3,-999,51.72,35219.09,15.0,554.0,1,2,2,2,3,1
33564,24,1,2,3,2015-06-29,3,2,3,5,37.83,1822.56,15.0,787.38,2,1,1,5,8,0
33565,27,2,2,5,2015-07-29,3,1,3,22,394.71,45095.45,13.0,686.8821987429081,2,1,2,2,3,1
33566,57,1,3,2,2016-08-30,2,2,3,12,244.38,38984.21,25.0,137.96461776350978,1,2,1,5,4,0
33567,24,1,2,2,2016-09-09,3,1,3,17,55.41,19054.21,18.0,671.71,2,1,1,5,4,1
33568,44,2,3,5,2017-05-07,1,2,3,18,123.5,35109.7,27.0,179.67477426655887,1,2,2,2,1,0
33569,32,1,3,2,2016-06-27,2,1,3,18,198.37,10080.35,19.0,512.63,2,1,2,2,4,1
33570,11,2,3,2,2015-01-22,2,2,3,6,179.35,12469.78,Error,583.95,1,2,2,2,4,1
33571,35,1,3,2,2015-02-20,1,3,3,16,436.95,35017.25,8.0,590.46,1,1,1,4,4,1
33572,11,1,2,3,2016-10-29,2,1,3,6,251.38,3232.8,27.0,960.9841164165643,2,1,2,2,4,1
33573,16,2,2,5,2015-12-30,1,1,3,18,48.09,22363.96,11.0,682.9,1,2,2,2,1,0
33574,49,2,3,4,2015-10-03,2,2,3,-999,81.74,4548.37,25.0,706.01,1,2,2,2,3,0
33575,61,1,3,5,2017-02-22,2,1,3,18,59.1,38199.71,7.0,749.27,2,1,1,1,8,0
33576,32,2,2,5,2015-11-02,1,3,3,13,152.89,44007.03,5.0,713.65,1,2,2,2,4,1
33577,34,2,3,4,2015-03-18,3,1,3,6,94.5,8861.92,9.0,343.2221010180468,2,1,2,2,8,0
33578,19,1,3,5,2016-09-07,3,2,3,14,463.21,72997.82,2.0,791.89,1,1,1,4,6,0
33579,62,1,1,1,2017-02-11,2,1,3,12,166.21,17137.13,15.0,686.8821987429081,2,1,1,4,1,0
33580,31,1,2,1,2016-05-03,1,3,3,14,834.46,31378.39,17.0,716.61,1,1,1,5,4,0
33581,56,2,2,1,2017-07-09,2,2,3,5,44.87,29291.02,8.0,729.18,1,2,1,4,8,0
33582,36,2,3,5,2017-11-14,3,2,3,13,231.47,45193.23,22.0,571.88,1,2,1,4,8,1
33583,63,1,3,2,2017-04-24,1,2,3,17,694.38,20963.49,13.0,623.88,2,1,1,5,8,1
33584,37,2,3,1,2016-02-02,2,2,3,5,169.59,3775.75,22.0,714.2,1,2,2,2,3,0
33585,21,2,2,2,2017-04-26,1,2,3,11,1385.43,43242.03,12.0,662.77,2,1,1,4,8,1
33586,15,2,2,1,2015-06-30,1,2,3,9,744.49,46780.42,29.0,795.95,1,1,1,3,2,0
33587,25,2,2,2,2015-12-01,2,1,3,14,58.59,34197.64,8.0,678.32,1,2,2,2,1,1
33588,31,2,2,2,2017-08-05,3,1,3,14,62.86,25845.89,Error,684.08,2,1,2,2,8,0
33589,21,2,2,1,2016-07-22,2,1,3,12,163.16,19693.4,Error,686.8821987429081,1,2,2,2,8,0
33590,54,2,3,4,2017-12-30,3,1,3,1,161.77,13436.34,10.0,718.73,2,1,1,1,2,1
33591,47,1,3,5,2016-02-12,1,3,3,19,31.0,39839.07,25.0,686.8821987429081,2,1,2,2,8,1
